,Unnamed: 0.1,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,Region,Unnamed: 0
1234,43,1135266.595,392.7662782,0.628947873,446.9670711,369.6927191,1657.500943,131,214.1181159,255,7.952398524,5.266260453,222.1029493,214.3964638,507.8851171,12930.6,295867.12,8228883.92,257158075.8,306502.07,7289466.46,208179998.9,6666388914.0,8903121.01,213591530.0,6109383436.0,196000000000.0,287167534.1,6843331469.0,194000000000.0,6153510000000.0,12930.6,4.23e-11,1459101.18,2099817.593,-2.82e-11,276343.7337,479505.1689,103858705.3,1637911.436,-3222896.655,153600932.9,-790840833.3,-1517562.494,35987401.0,-235548995.2,15466721578.0,1.626240609,0.009929701,0.003139637,4.99e-05,8.61e-10,1.5e-06,-1.92e-09,44,1.209023191,3.708328981,4.483455739,C,../Images/Training/39.5 hold 1.bmp,44,43.0
1236,45,1274295.62,416.1216952,0.085069171,671.4681147,314.6430269,2055.312203,86,182.8386056,247,7.018438104,8.277607313,292.1576888,176.9230213,634.1905068,14514.13,274053.76,6223778.88,156905616.1,452552.26,8852813.48,207313255.2,5385683690.0,18742848.48,382176176.4,9259932915.0,248000000000.0,886964087.6,18822366404.0,470000000000.0,12875900000000.0,14514.13,-2.6e-12,1049134.353,-230115.2037,1.62e-10,307785.3971,1631985.372,71704387.44,4632216.425,9082780.341,388087056.6,1324057494.0,13693801.14,327542328.4,3002385032.0,62286427357.0,2.367820459,0.245019653,0.009962554,0.003748811,2.33e-06,0.000387424,-7.47e-07,46,2.134063231,3.06092301,6.532203249,C,../Images/Training/39.5 hold 1.bmp,46,45.0
1237,46,748617.8272,318.9446681,1.084565275,342.7687913,310.921785,1239.950826,138,202.8032967,255,8.318731707,3.944198256,151.2585714,159.1046593,382.337336,8526.7,144785.24,3144047.28,76170247.94,137645.3,2389453.07,51980084.37,1253603895.0,2836373.96,50270771.49,1096976399.0,26363233103.0,65923365.86,1190315017.0,26045196338.0,623671000000.0,8526.7,7.32e-13,685562.0839,-498355.5879,2.68e-11,52205.62429,-546747.6697,6693142.482,614385.5457,423022.4005,46564803.71,-6820571.221,300310.0298,9622327.135,-82466412.72,956055635.2,1.569795471,0.002485079,0.001178265,1.14e-05,-1.39e-10,-9.25e-10,2.11e-11,47,1.10242771,3.617455431,3.987983105,I,../Images/Training/39.5 hold 1.bmp,47,46.0
1238,47,1102360.317,387.0321561,0.644864575,494.1107247,311.1944929,1503.975589,121,183.1261194,243,8.51240678,7.27816153,221.5026045,203.1122313,496.61,12555.8,272170.39,7241089.15,214926820.6,296813.49,7066460.46,197684380.8,6043574440.0,8723029.61,218161353.9,6206375173.0,191000000000.0,287694465.5,7391681635.0,211000000000.0,6470000000000.0,12555.8,-3.52e-11,1341288.166,-187143.0611,-2.16e-11,632474.3077,-911845.6265,130525076.9,1706491.608,-829406.0407,140661628.9,-250672832.7,804556.2807,153853841.8,-273334649.9,25272425293.0,1.697360088,0.057379556,0.000440372,2.58e-05,-7.58e-11,-1.43e-07,-2.84e-10,48,1.587787496,3.043802763,4.832911968,O,../Images/Training/39.5 hold 1.bmp,48,47.0
1239,48,904099.9913,350.5044179,0.805321139,484.4496373,308.8063254,1660.107439,124,201.8271156,249,7.251852113,7.219605003,254.5502457,217.667061,546.3601925,10297.63,239216.1,6787122.02,214423417.3,279750.72,7008947.4,213926545.0,7171280345.0,8789247.4,236683651.4,7620455451.0,265000000000.0,303129694.6,8712685392.0,292000000000.0,10436100000000.0,10297.63,-3.36e-12,1230081.954,-392970.0505,-1.06e-11,510279.6278,5836287.611,113302900.3,1189395.265,4782556.492,142158760.0,1454106432.0,-266975.5406,151353964.6,1596784035.0,31466587050.0,2.003208491,0.07631955,0.035499036,0.003347469,3.51e-06,0.000290703,1.68e-06,49,1.568781458,3.42679055,5.375885475,C,../Images/Training/39.5 hold 1.bmp,49,48.0
1240,49,2464680.231,578.7160867,1.397939681,592.6563283,577.7220171,2292.777478,110,194.6618825,255,8.53527516,2.090221937,271.9270327,306.6548298,688.6790644,28072.52,918737.87,37076687.09,1667264190.0,814693.39,26721900.09,1072636925.0,47762104069.0,30323484.47,1003251269.0,39972384460.0,1756340000000.0,1273816972.0,42656746923.0,1691750000000.0,73524700000000.0,28072.52,-5.48e-11,7008874.376,-4918897.216,-2.35e-10,59182.60572,-7240424.89,-102905260.5,6680244.757,7410322.479,1300969836.0,2623453413.0,6063137.78,173452974.6,-2261612518.0,-8237052382.0,1.525077399,0.000161615,0.000667216,3.36e-06,8.87e-12,4.68e-09,1.45e-11,50,1.025850341,3.868645906,3.968651722,C,../Images/Training/39.5 hold 1.bmp,50,49.0
1241,50,3625449.192,701.8853463,0.427186768,791.9603849,632.1039493,2469.589919,111,189.5702292,247,9.093501431,5.645026697,409.0163399,300.8371704,859.0302349,41293.59,1325789.41,55460233.55,2637455784.0,1802535.01,60396293.33,2570701656.0,123000000000.0,95972028.23,3265482021.0,138000000000.0,6486140000000.0,5699362103.0,195000000000.0,8101510000000.0,373282000000000.0,41293.59,-1.32e-11,12893879.8,28873462.23,3.53e-10,2523344.347,-12262408.81,1194682289.0,17288327.87,-36132872.33,3467203002.0,-16294302972.0,691355.5673,2534608852.0,-15089708176.0,918056000000.0,1.554049693,0.012669942,0.001299969,1.2e-05,1.58e-10,4.25e-07,2.49e-11,51,1.252895803,3.118325065,3.906936385,C,../Images/Training/39.5 hold 1.bmp,51,50.0
1242,51,5464087.482,861.6761766,-0.706686044,1483.3574,635.8824194,4833.503342,103,193.8556158,255,6.760323702,8.465396105,661.6627898,663.5997079,1406.405475,62235.54,4407629.26,363617467.2,32608822991.0,4394764.25,271952097.1,20187502346.0,1663090000000.0,374272365.9,21270939161.0,1460000000000.0,111587000000000.0,34663604576.0,1869650000000.0,121737000000000.0,8822820000000000.0,62235.54,-3.09e-10,51461491.79,-432383719.2,-2.58e-09,-39292755.9,76208311.73,-64529018659.0,63935975.93,313636734.2,56239874336.0,-68317245139.0,-795329277.5,-63926480996.0,-400000000000.0,-90200000000000.0,2.615763867,0.347182241,0.024226356,0.004385846,7.2e-07,-0.000142728,-4.77e-06,52,2.332754225,3.25848871,7.601253304,C,../Images/Training/39.5 hold 1.bmp,52,51.0
1243,52,3297209.068,669.3580744,0.673448319,746.0530734,624.0277277,2674.122281,111,205.0800898,255,8.513933348,5.135325552,339.7326347,341.2311801,818.629182,37554.96,1367654.57,61955629.99,3131123979.0,1361648.4,51766710.73,2355865452.0,119000000000.0,62511523.98,2418855952.0,109000000000.0,5400000000000.0,3254007303.0,127000000000.0,5670000000000.0,275348000000000.0,37554.96,2.28e-10,12149185.71,-10023799.84,-2.08e-10,2178995.632,-49196651.73,1738446641.0,13141577.5,-15661972.72,3443538237.0,-27440033215.0,34535559.43,1660415967.0,-31415713820.0,1215140000000.0,1.574368927,0.008261869,0.00356363,9.03e-05,5.34e-09,1.95e-06,-1.17e-09,53,1.19554475,3.584359312,4.285261956,C,../Images/Training/39.5 hold 1.bmp,53,52.0
1245,54,30438.30726,64.31251779,-0.624904663,109.9243108,43.40637037,247.225354,132,166.2162162,198,7.222708333,8.608545296,38.74621622,36.46702703,109.2720385,346.69,1349.28,6577.74,36261.9,1433.61,4385.16,18327.72,90682.86,8048.83,19920.62,71418.14,311084.0,52931.13,109966.32,344066.4,1319202.3,346.69,-3.33e-14,1326.488108,336.9504018,1.66e-14,-1194.295135,424.0113221,-9946.28617,2120.658919,-1527.412666,12085.77758,-15548.79383,2109.70786,-15822.75734,24377.41366,-142074.8709,2.518003672,0.360805817,0.038322434,0.012061406,2.76e-05,0.002205503,-2.33e-06,55,2.532446501,2.249050754,5.695600713,I,../Images/Training/39.5 hold 1.bmp,55,54.0
1246,55,2581497.519,592.2718885,-0.266923893,729.8905028,565.4217497,3089.398855,121,194.4439133,252,6.960951705,5.925306428,484.2988113,323.8442798,868.2304898,29403.06,1016223.35,42124493.49,1924010810.0,1519729.67,51390111.69,2108654362.0,95541069163.0,89389547.01,2936071725.0,119000000000.0,5310000000000.0,5667572878.0,182000000000.0,7250000000000.0,321139000000000.0,29403.06,-9.95e-11,7001962.125,-15889618.7,3.95e-10,-1134515.894,9825209.711,-856684200.0,10840638.5,-36116543.25,2729447481.0,-24563645780.0,-73245482.6,741952243.1,-23783732924.0,191003000000.0,1.811975312,0.021885231,0.006699463,0.002359405,2.41e-07,-3.77e-05,-9.72e-07,56,1.290878009,4.232688113,5.463884007,C,../Images/Training/39.5 hold 1.bmp,56,55.0
1249,58,1734983.514,485.5488614,-0.848535297,558.5511269,467.3347011,2300.872793,115,199.9777146,255,7.474027988,5.131717012,252.9855571,258.9478805,634.1212834,19761.33,546121.08,18905980.18,725844220.3,533546.54,14092048.98,468094578.8,17348136929.0,18053179.0,471656715.5,15311006953.0,551000000000.0,693176652.3,18131956844.0,581308000000.0,20496900000000.0,19761.33,6.25e-11,3813461.912,-7415038.629,-1.25e-10,-652961.2321,-6267648.995,-233599654.8,3647675.406,8001121.458,588207916.0,-340192996.1,8778366.577,-244670024.9,-463089624.5,-99805909132.0,1.677458843,0.009348292,0.00447075,1.7e-05,4.94e-10,-2.97e-07,8.09e-11,59,1.195184363,4.119359325,4.92339385,I,../Images/Training/39.5 hold 1.bmp,59,58.0
1250,59,1934889.153,512.7590201,-0.399143265,610.3370509,437.264777,1897.239762,110,207.0688776,255,8.904339394,6.537048838,309.4530145,246.2772236,619.3421156,22038.24,579244.03,18653842.85,664408138.0,727833.49,18111525.99,563466121.3,19586223000.0,29451868.33,715830679.3,21713134123.0,736889000000.0,1323094645.0,31833439497.0,947000000000.0,31448600000000.0,22038.24,2.88e-11,3429231.162,-6146791.192,1.49e-10,-1018549.911,947806.1108,-320287064.6,5414486.526,9007020.5,627173315.1,1427455759.0,-7217819.456,-501796365.5,-1362193589.0,-127000000000.0,1.598675192,0.028217213,0.001781304,7.04e-05,2.66e-09,3.86e-06,2.04e-11,60,1.395806575,3.108511534,4.338880837,C,../Images/Training/39.5 hold 1.bmp,60,59.0
1251,60,1521092.706,454.6352502,0.458507202,476.269542,447.383845,1806.089132,119,207.8788534,255,8.76777834,3.213532681,246.1487345,224.9712169,507.8851171,17325.13,415971.78,12520362.66,422099422.7,455129.01,11058127.31,336466439.9,11425574399.0,14689302.15,359769686.1,10893908549.0,367000000000.0,527587735.4,13016513989.0,391000000000.0,12987300000000.0,17325.13,-1.55e-11,2532990.458,-144026.0607,-5.39e-11,130600.3928,1286708.558,18533880.03,2733119.672,221722.0873,270226166.2,-121310095.7,-1895832.492,61413956.67,134514685.0,11657388113.0,1.540338303,0.00098867,0.000166844,1.86e-06,3.4e-12,7.45e-09,8.36e-13,61,1.064565802,3.792157535,4.037001229,PS,../Images/Training/39.5 hold 1.bmp,61,60.0
1252,61,5145719.241,836.1964264,0.642512072,1325.526311,663.3761928,4170.392633,105,200.2684253,255,7.228582881,8.112154547,678.5228201,467.8948074,1317.943045,58609.35,2926682.02,184234176.8,13323072588.0,4244160.24,238292798.9,16324129414.0,1240000000000.0,360916620.9,21792523912.0,1559470000000.0,121760000000000.0,33045399701.0,2100000000000.0,154794000000000.0,1.23e+16,58609.35,9.04e-11,38089105.34,319272813.2,-1.51e-09,26358910.16,350438099.7,28451018081.0,53578352.49,-47524853.03,32511856042.0,428348000000.0,-849843962.2,48735354081.0,105306000000.0,42382300000000.0,2.342936722,0.210487614,0.04266408,0.00360302,-7.71e-07,-0.000352371,4.7e-06,62,1.998151766,3.146216412,6.286617878,C,../Images/Training/39.5 hold 1.bmp,62,61.0
1254,63,1556466.955,459.8913237,0.978539322,489.257486,444.6513007,1884.321534,107,206.6442918,255,8.397934628,3.908875916,241.0298784,263.1424841,543.9444393,17728.04,497865.58,16838883.22,632696600.5,456028.53,13050376.71,452631408.4,17440657256.0,14389687.03,419131990.5,14684487666.0,569746000000.0,501941520.6,14832282344.0,522000000000.0,20257600000000.0,17728.04,-1.05e-11,2857070.468,-671467.9209,-7.8e-11,243495.1492,5798770.996,100768759.1,2659003.876,2491947.462,303141959.9,800489300.5,-5010803.57,60333665.8,1005984313.0,25634033982.0,1.540947515,0.002301962,0.002502377,1.73e-05,2.96e-10,2.53e-07,-2.46e-10,64,1.100317227,3.851390296,4.237751089,C,../Images/Training/39.5 hold 1.bmp,64,63.0
1255,64,1592663.861,465.208163,-0.093710585,971.5333582,279.3758404,2553.805667,104,183.526343,251,7.93192829,8.974230853,433.2124638,101.5405992,966.7460889,18140.32,196582.6,3236135.64,63594133.78,838699.33,8047152.77,120634505.4,2214559930.0,50867321.91,425721087.0,5653990370.0,93928783964.0,3598966936.0,27036720443.0,321000000000.0,4800000000000.0,18140.32,2.24e-11,1105813.869,4557937.662,2.54e-10,-1041644.721,-6408806.846,-150319099.9,12090907.48,-29197951.73,629584743.1,-477986577.0,129146072.0,-1234866151.0,2356862133.0,-116000000000.0,3.520913379,0.949712182,0.119708196,0.061495885,0.000562689,0.019152866,2.17e-05,65,3.477513863,2.628634051,9.141111355,C,../Images/Training/39.5 hold 1.bmp,65,64.0
1257,66,3448577.947,684.5501772,0.683275847,754.7484804,634.9631366,2740.045234,103,199.9892653,255,8.531503041,5.065257514,356.9138502,348.5675763,790.3082605,39279.04,1461195.28,67485813.36,3508014136.0,1496182.86,57937539.74,2714958062.0,141895000000.0,71064178.88,2793596949.0,130000000000.0,6688280000000.0,3798451060.0,150000000000.0,6867580000000.0,346681000000000.0,39279.04,-3.41e-10,13128791.24,20724030.9,6.22e-10,2278966.286,-25209385.95,1623075403.0,14072889.11,-23634412.67,3193120005.0,-14438937342.0,19432087.91,1452743243.0,-14924105891.0,784413000000.0,1.547936656,0.007487821,0.001437148,3.45e-06,1.46e-11,8.85e-08,2.15e-11,67,1.188649288,3.630408414,4.315282377,C,../Images/Training/39.5 hold 1.bmp,67,66.0
1260,69,2348685.601,564.9339914,-0.423145826,610.1884194,527.0584452,2095.065746,124,203.3838879,255,8.846345899,4.721519926,307.5657373,280.7980595,628.9078108,26751.35,801678.46,29618195.2,1223466817.0,878100.18,25640630.2,936198752.6,38441022375.0,35610104.06,1021015618.0,36481793998.0,1470000000000.0,1609967418.0,45561500529.0,1590000000000.0,62480900000000.0,26751.35,-3.1e-11,5593674.821,615396.8688,-2.09e-10,-674079.1522,4397065.425,-297891568.9,6786888.554,-1887351.008,951377468.8,-1918178597.0,-4469794.337,-320930232.0,1742595857.0,-125000000000.0,1.518896504,0.005206595,0.000197665,9.13e-07,-6.43e-13,-1.6e-08,1.14e-12,70,1.157724395,3.433473463,3.975015987,C,../Images/Training/39.5 hold 1.bmp,70,69.0
1261,70,4048294.866,741.688137,1.556742657,887.1557298,712.7640766,3881.863224,100,191.288356,255,7.676006326,5.578939911,355.7915241,416.3623572,915.1952939,46109.77,2048919.16,116877425.9,7524367844.0,1750850.09,77928912.61,4317598411.0,268000000000.0,83159696.37,3725876521.0,202000000000.0,12140900000000.0,4470356172.0,203000000000.0,10909000000000.0,643282000000000.0,46109.77,4.85e-10,25832301.93,35087503.67,1.26e-10,128691.6224,-131831916.4,-1338411006.0,16677559.55,20845359.4,8003947385.0,16723350508.0,46131649.49,1269542032.0,-46989279291.0,338311000000.0,1.755427751,0.015264492,0.007240692,0.000387316,1.55e-08,-6.69e-06,-6.75e-08,71,1.244669532,4.375627744,5.446210536,C,../Images/Training/39.5 hold 1.bmp,71,70.0
1263,72,3775995.414,716.3099651,1.175412666,796.7660546,692.0597364,3075.538894,119,203.8071895,255,8.221812273,4.643197467,353.3122832,423.6934357,921.1715576,43008.3,1944752.87,106666309.1,6594722928.0,1621703.38,75026779.99,4118364289.0,253000000000.0,76520798.38,3536703886.0,190000000000.0,11334000000000.0,4091883685.0,187000000000.0,9730000000000.0,562137000000000.0,43008.3,-1.52e-10,18728312.79,77760137.4,-4.26e-10,1696462.294,-57097512.32,1786072365.0,15371628.27,-51356082.61,4008325198.0,-27676066280.0,47304372.94,320932523.3,-7390046152.0,768000000000.0,1.618557965,0.005477084,0.005318475,4.15e-05,1.99e-09,6.99e-08,-6.35e-10,73,1.151296648,3.860027516,4.444036739,C,../Images/Training/39.5 hold 1.bmp,73,72.0
1265,74,172757.9601,153.2160626,0.25617205,233.0462268,105.6454178,666.0501567,127,162.3761905,189,7.686328125,8.351910842,120.873,65.18842857,250.0227846,1967.7,13689.57,114754.39,1062979.65,25383.33,191410.36,1684988.36,16098353.38,399639.87,3183307.58,28792154.74,279411113.7,7049510.13,58438141.36,538083156.7,5271045057.0,1967.7,-5.16e-13,19514.09586,-6907.739927,0.0,14814.907,-1482.119829,265643.7236,72194.913,20731.3124,632905.2958,433295.4188,31527.0516,1195344.501,523188.3688,17622523.48,2.079569362,0.200473056,0.001585953,0.000285823,2.01e-08,3.93e-05,-4.14e-09,75,2.205928394,2.858017338,6.304581596,C,../Images/Training/39.5 hold 1.bmp,75,74.0
1267,76,2004814.994,521.9422036,1.281531946,638.0766541,441.5398992,2048.7674,104,184.3340172,249,8.649503788,6.764308306,251.92881,287.2479811,655.9669252,22834.69,700023.33,27797594.83,1252569541.0,613950.51,19764328.4,807317119.9,37133348248.0,19956872.53,654709597.7,26901027673.0,1240000000000.0,717611166.7,23703436165.0,971000000000.0,44679100000000.0,22834.69,-6.28e-11,6337585.408,11830989.86,1.52e-10,942978.9328,2114070.116,602770695.3,3449741.112,-7798242.686,819634096.3,-2431650526.0,-4468822.021,288229528.6,-1332995799.0,150376000000.0,1.647984106,0.035996215,0.001685761,2.71e-05,-1.9e-10,-1.09e-07,-5.87e-10,78,1.445116637,3.210848394,4.640050432,C,../Images/Training/39.5 hold 1.bmp,78,76.0
1268,77,1386999.623,434.1336357,0.537858713,511.3319963,382.7421875,1678.847439,117,205.599051,252,8.475225322,6.213362248,274.7088375,200.3434935,564.148706,15797.82,337779.13,9208957.81,285829010.9,463159.1,10471827.67,292636934.3,9172994916.0,16179909.86,373164944.4,10418249570.0,324000000000.0,624416050.4,14510896029.0,401000000000.0,12304400000000.0,15797.82,-5.59e-12,1986775.214,3968845.143,9.68e-11,568848.7875,-1676022.054,120421772.2,2601052.023,-6138710.242,248111819.0,-947842730.6,-2459956.352,233099334.2,-1464328005.0,42592012138.0,1.613956833,0.022079352,0.003977083,0.000170891,1.46e-08,8.25e-06,3.51e-09,79,1.335969781,3.283282586,4.386366317,I,../Images/Training/39.5 hold 1.bmp,79,77.0
1271,80,1693850.666,479.7586608,1.019872329,644.2685907,372.9431078,1943.813935,107,205.7722195,255,8.262453961,7.640531967,264.7445945,294.7477076,626.3899314,19292.83,606885.53,23752547.09,1038434888.0,545109.12,18837897.76,771728847.9,34479953728.0,18350695.24,671544002.1,28135304866.0,1270000000000.0,687023410.7,26141822055.0,1110010000000.0,50159400000000.0,19292.83,-1.86e-12,4662032.815,-2040648.149,2.24e-11,1690655.121,-5751609.894,663502291.5,2948913.713,-1242440.204,647913608.1,-1269644032.0,1893709.643,586728648.0,-1139537509.0,191510000000.0,1.795254308,0.085316382,0.00106563,7.4e-05,1.31e-09,5.71e-06,1.79e-09,82,1.72752513,3.017086294,5.212092393,C,../Images/Training/39.5 hold 1.bmp,82,80.0
1272,81,1799973.413,494.5592271,0.281826755,627.7070228,509.688245,3228.398343,108,175.6736746,234,6.114393081,5.469074863,266.6510146,279.1343556,750.3609263,20501.56,610745.97,22137159.09,893175713.6,583432.42,17903924.27,653326969.9,26175213652.0,22202215.0,695856331.7,25179850190.0,987000000000.0,1009432555.0,32233948940.0,1161070000000.0,44766500000000.0,20501.56,1.28e-11,3942902.659,-1214982.568,9.26e-11,523344.4857,-7832345.35,63906059.53,5598922.923,4660851.175,676544899.1,-600974977.8,58935210.94,493317299.5,6785608759.0,56623652011.0,1.993135564,0.01787194,0.014953211,0.005583217,5.44e-06,0.000221742,-1.07e-07,83,1.231550912,5.143161102,6.334064744,I,../Images/Training/39.5 hold 1.bmp,83,81.0
1273,82,485367.6023,256.8151595,0.280349349,306.3472661,237.734371,1136.880826,116,170.4728814,208,7.604264099,5.909632692,178.3317458,125.3038983,370.6779579,5528.3,73929.3,1222316.5,22547143.44,105215.73,1446100.21,24916994.47,477746381.6,2360574.73,33463821.23,592644226.3,11610142579.0,58053868.29,849662089.4,15364842185.0,305225000000.0,5528.3,-1.63e-12,233668.7424,-48398.83058,-8.46e-12,39062.73593,608855.5691,3240871.145,358087.5568,409235.5634,11963389.52,36257674.37,-503460.5142,7500161.989,66390564.49,558279226.1,1.699960641,0.01900977,0.010535363,0.000210949,1.16e-08,-4.06e-06,-3.15e-08,84,1.288611591,3.711085266,4.78214749,C,../Images/Training/39.5 hold 1.bmp,84,82.0
1274,83,1473378.603,447.447868,-0.131255123,657.7482417,336.6356771,2077.267478,118,196.6465662,255,7.964722354,8.049809277,321.9387605,194.3791066,676.9784472,16781.67,348132.98,8641107.7,236555001.3,576592.32,11466359.47,271150980.9,7054800273.0,24913874.26,495086260.0,11532665816.0,293000000000.0,1211795452.0,24392646412.0,567396000000.0,14322400000000.0,16781.67,-9.75e-12,1419146.372,-1583270.14,8.15e-11,-494953.2365,-5208716.711,-109696429.5,5103050.696,12263703.0,395960117.6,1864216453.0,5127209.568,-257054060.2,-3080757586.0,-55009192256.0,2.033306014,0.150929062,0.011022715,0.000660671,-1.65e-07,-8.06e-05,9.43e-08,85,1.953887501,3.1581498,6.17066942,PS,../Images/Training/39.5 hold 1.bmp,85,83.0
1276,85,1726756.944,484.3963584,0.394173178,708.2666399,364.4483024,2271.545234,106,188.1548356,255,7.512463713,8.034326699,336.2664888,249.4232396,691.1605695,19667.63,523539.38,16557502.12,583128363.5,705823.36,20619593.89,683277537.7,24700376589.0,31592060.66,949637178.5,31744326543.0,1149110000000.0,1576787535.0,47608234914.0,1580000000000.0,56903700000000.0,19667.63,-4.77e-11,2621228.028,2827809.342,5.22e-11,1831040.095,-8413071.218,552803726.7,6261778.591,-22745848.61,800615290.9,-6436334827.0,-6414589.829,1009381823.0,-7858837901.0,274214000000.0,2.016206955,0.146603088,0.014156826,0.001615077,4.71e-07,9.64e-05,-6.77e-07,87,1.943393988,3.207189363,6.232832527,C,../Images/Training/39.5 hold 1.bmp,87,85.0
1278,87,2336345.747,563.4479722,0.020514887,604.9178704,539.4772926,2234.674013,93,190.8510563,255,8.391926837,4.238915366,300.5790423,260.72025,658.6383552,26610.8,740445.51,26116710.53,1037722000.0,853644.48,23781753.38,828810119.6,32470077016.0,34315245.02,952775275.8,32589433219.0,1250000000000.0,1557314914.0,43099529000.0,1450000000000.0,54641300000000.0,26610.8,4.19e-12,5513814.214,4180768.29,-2.23e-10,29095.724,-10603704.0,-1311683.737,6931291.955,-3913132.986,1141699304.0,-838065351.4,11824446.67,54004990.31,-1073425362.0,36180298982.0,1.542985788,0.003301801,0.001246299,9.02e-07,1.75e-12,1.57e-08,-2.71e-12,89,1.121303674,3.694177545,4.142294855,C,../Images/Training/39.5 hold 1.bmp,89,87.0
1279,88,2328119.177,562.4551115,-0.617880397,771.6187519,425.748187,2342.566927,109,194.7908127,252,8.380878635,7.814608949,347.0542049,298.9228657,759.2013228,26517.1,845951.71,33032819.97,1436152671.0,982163.4,27641678.03,984551822.4,39832075812.0,44993803.0,1172672394.0,38952152980.0,1470000000000.0,2298674898.0,57215898386.0,1810670000000.0,65061100000000.0,26517.1,-5.65e-11,6045166.884,-3371600.384,1.67e-10,-3691416.755,-3418436.086,-1763463318.0,8615581.237,10726490.34,1882911486.0,1131942267.0,-6067462.446,-2116077118.0,-2805224481.0,-869000000000.0,1.83055702,0.101683415,0.000753388,8.47e-05,2.19e-09,8.79e-06,6.54e-10,90,1.812382942,3.035912387,5.502235825,C,../Images/Training/39.5 hold 1.bmp,90,88.0
